AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA
260.08660888671875,241.55999755859375,321.9800109863281,648.6900024414062,483.4700012207031,189.11000061035156,431.4100036621094
258.7978515625,246.2899932861328,325.44000244140625,646.0599975585938,478.1099853515625,185.0399932861328,435.79998779296875
259.1275329589844,247.3800048828125,328.57000732421875,653.0599975585938,479.2799987792969,184.86000061035156,445.010009765625
260.0067138671875,246.47000122070312,331.8599853515625,641.969970703125,477.17999267578125,184.94000244140625,448.9599914550781
260.8059387207031,242.60000610351562,335.9700012207031,631.0900268554688,470.6700134277344,185.80999755859375,447.20001220703125
259.71697998046875,236.64999389648438,335.8399963378906,615.52001953125,459.3800048828125,183.13999938964844,439.20001220703125
257.9685974121094,238.17999267578125,332.7799987792969,620.7999877929688,456.6600036621094,187.0500030517578,438.57000732421875
255.29112243652344,239.1199951171875,330.0,620.25,459.8599853515625,186.22999572753906,437.5
246.46937561035156,231.0,322.0,604.1199951171875,454.5199890136719,178.07000732421875,419.25
247.41848754882812,231.30999755859375,328.3800048828125,612.9600219726562,444.1099853515625,183.32000732421875,431.44000244140625
248.1178436279297,234.33999633789062,330.5400085449219,647.6300048828125,451.1400146484375,184.83999633789062,449.3599853515625
247.80812072753906,239.16000366210938,327.92999267578125,658.760009765625,465.95001220703125,187.6699981689453,449.05999755859375
255.17123413085938,238.4199981689453,333.260009765625,672.3599853515625,470.2799987792969,186.47000122070312,435.20001220703125
258.0285339355469,244.67999267578125,334.54998779296875,672.969970703125,480.5799865722656,188.52000427246094,430.8999938964844
256.2002868652344,243.00999450683594,336.010009765625,668.72998046875,481.6300048828125,191.52000427246094,431.4599914550781
258.0385437011719,241.72999572753906,338.25,738.3099975585938,433.5,192.50999450683594,416.55999755859375
259.2374267578125,239.3000030517578,338.0,716.5,430.2900085449219,191.1300048828125,430.4100036621094
269.7575988769531,242.9600067138672,343.69000244140625,706.4099731445312,423.3699951171875,185.61000061035156,421.80999755859375
269.22808837890625,238.6199951171875,339.7099914550781,691.7000122070312,411.2099914550781,180.33999633789062,421.9599914550781
276.23150634765625,232.99000549316406,333.0400085449219,668.989990234375,414.19000244140625,174.19000244140625,406.010009765625
275.6520690917969,222.69000244140625,331.25,670.2100219726562,393.6700134277344,171.8800048828125,397.2099914550781
277.8599853515625,210.32000732421875,322.8599853515625,661.4600219726562,401.1400146484375,185.41000366210938,411.1099853515625
274.6199951171875,208.72000122070312,324.32000732421875,677.219970703125,413.6000061035156,190.0399932861328,417.32000732421875
273.67999267578125,206.9600067138672,318.5799865722656,670.719970703125,413.2699890136719,188.5399932861328,425.2099914550781
